ZAI;INP_ID;INP_NOM_ENT;INP_CHEZ_ENT;INP_RUE_ENT;INP_NPA_ENT;INP_LOC_ENT;INP_CANTON_SIEGE_ENT;INP_PAYS_SIEGE_ENT;INP_FORME_JURIDIQUE_ENT;INP_CODE_FORME_JURIDIQUE_ENT;INP_LANG_ENT;INP_SIEGE_ENT;INP_IDE;REF_IDE;REF_NOM_ENT;REF_CANTONAL_ID;MATCHING_DISTANCES;MATCHING_WEIGHT;;REMARQUE OIPM;RECHERCHE NO IDE  ;ANNONCER à L'IDE;PROBLEMES DIVERS;;
SNB+DVT;25131;"Société de Tir ""Les Amis du Pistolet""";c/o M. Christian Reber;Parc des Sports / C.P. 156;1865;Les Diablerets;VD;CH;association;109;Français;Ormont-Dessus;;293028323;Société de Tir Aux Armes de Guerre;101501101;0.5945945945945945|1.0;0.864864865;;pas RC;rien trouvé;OUI;;;
SNB;25141;Société de Gymnastique FSG Aigle-Alliance;c/o M. Alfonso Casarini;Rue du Bourg 33;1860;Aigle;VD;CH;association;109;Français;Aigle;;444288647;Société de Gymnastique féminine d'Epalinges;101500791;0.627906976744186|1.0;0.875968992;;pas RC;rien trouvé;OUI;;;
SNB+DVT;25144;Association de l'Institut Catholique de Lavey;;;1892;Lavey-Village;VD;CH;association;109;Français;Lavey-Morcles;;106849856;Association du Conservatoire de Vevey;101430619;0.6222222222222222|1.0;0.874074074;;pas RC;rien trouvé;OUI;;;
SNB+DVT;25149;Société des colonies de vacances de Lutry;Bourse Communale / M.Y. Leiser;Le Château;1095;Lutry;VD;CH;association;109;Français;Lutry;;100320936;Société des Galeries de Sainte-Luce SA;101617408;0.5853658536585367|1.0;0.861788618;;pas RC;CHE-270.911.451;NON;;;
SNB+DVT;25151;Société de Tir du Cordon des Muverans Frenières;c/o M. Claude Cherix;Place de l' Orme 3;1880;Bex;VD;CH;association;109;Français;Bex;;293028323;Société de Tir Aux Armes de Guerre;101501101;0.5531914893617021|1.0;0.85106383;;pas RC;rien trouvé;OUI;;;
SNB;25155;Association Home de Réadaptation à Huémoz;M. Gian Sandri;Chalet Tzi-No;1884;Huémoz;VD;CH;association;109;Français;Ollon;;222437754;Association Amis de la Fondation Nanos;101653429;0.5609756097560976|1.0;0.853658537;;pas RC;rien trouvé;OUI;;;
SNB+DVT;25162;Association Communauté Catholique Romaine à Aigle;;Rue du Rhône 4;1860;Aigle;VD;CH;association;109;Français;Aigle;;114113473;Association communauté orthodoxe Saint Léonard;101568125;0.6326530612244898|1.0;0.87755102;;pas RC;rien trouvé;OUI;;;
SNB+DVT;25163;Association du Club de Pierredar;;Case postale 49;1865;Les Diablerets;VD;CH;association;109;Français;Ormont-Dessus;;400637748;Association à Fleur de Terre;101468999;0.6875|1.0;0.895833333;;pas RC;rien trouvé;OUI;;;
SNB+DVT;25213;Société de l'eau de la Forclaz;c/o M. Cédric Vurlod;Chemin de la Pousaz 8;1866;La Forclaz VD;VD;CH;association;109;Français;Ormont-D.sous;;113485512;Société de tir de Vallorbe;101595324;0.6|1.0;0.866666667;;pas RC;rien trouvé;OUI;;;
SNB+DVT;25276;Association du Centre Paroissial St-Etienne;c/o Gérard Jeannin;Route de Champvent 24;1008;Jouxtens-Mézery;VD;CH;association;109;Français;Prilly;;104028995;Association pr le Foyer Paroissial de St-Sulpice;101642332;0.6458333333333333|1.0;0.881944444;;pas RC;rien trouvé;OUI;;;
SNB+DVT;25283;Société de Tir Petit calibre La Dôle;c/o M. Marc Arn;Chemin du Lac 2;1264;St-Cergue;VD;CH;association;109;Français;Saint-Cergue;;113498880;Société de Tir de Terre-Sainte;101497065;0.5833333333333333|1.0;0.861111111;;pas RC;rien trouvé;OUI;;;
SNB;25290;Football - Racing Club de Lausanne;;Case postale 186;1018;Lausanne;VD;CH;association;109;Français;Lausanne;;113492794;Football-Club de Champagne;101475713;0.5882352941176471|1.0;0.862745098;;Fin 1998 + pas RC;Néant;NON;;;
SNB+DVT;25321;Association locale des Témoins de Jéhovah de Nyon;c/o M. Jürg Huggler;Le Castel;1184;Vinzel;VD;CH;association;109;Français;Nyon;;113563193;Association Temoins de Jehova;101423745;0.5510204081632653|1.0;0.850340136;;pas RC;rien trouvé;OUI;;;
SNB+DVT;25324;"Association religieuse évangélique ""La Fraternelle""";c/o M. Michaël Favre;Chemin du Vernay 11C;1184;Luins;VD;CH;association;109;Français;Nyon;;114264439;Association Eglise Evangélique de Genève;101631778;0.6274509803921569|1.0;0.875816993;;pas RC;rien trouvé;OUI;;;
SNB+DVT;25382;Paroisse Catholique Cossonay - La Sarraz;c/o Mme Marinette Mory;Chemin du Croset 6;1024;Ecublens VD;VD;CH;association;109;Français;La Sarraz;;190867344;Paroisse Catholique de Clarens;101429377;0.575|1.0;0.858333333;;pas RC;rien trouvé;OUI;;;
DVT;25737;Fondation du Festival de Jazz de Montreux (Montreux Jazz Foundation);2m2c;Grand Rue 95;1820;Montreux;VD;CH;fondation;110;Français;Montreux;;108627060;Fondation du Festival de Jazz de Montreux;101586128;0.6029411764705883|1.0;0.867647059;;RC;CHE-108.627.060;NON;;;
SNB;25923;Association Croisade de Maison En Maison-CMM;c/o M. Ph. Beeusaert;Rue Bovanche 11;1957;Ardon;VD;CH;association;109;Français;Yverdon-les-B.;;478092645;Association de la Maison du Paysan;101614354;0.6136363636363636|1.0;0.871212121;;pas RC;CHE-273.246.182;NON;IDE siège + adresse en VS, SimpaPM siège Yverdon + adresse idem IDE;;
SNB+DVT;25942;Société de Tir Sportif de Rances;c/o M. Nicolet Jean-François;Sur Vigny 23;1439;Rances;VD;CH;association;109;Français;Rances;;293028323;Société de Tir Aux Armes de Guerre;101501101;0.5882352941176471|1.0;0.862745098;;pas RC;rien trouvé;OUI;;;
SNB;25965;"Association les ""Amis de La Diligence""";;Case postale;1110;Morges 1;VD;CH;association;109;Français;Morges;;104176785;Association des Amis de la Cité;101599294;0.6842105263157895|1.0;0.894736842;;pas RC;rien trouvé;OUI;;;
SNB+DVT;26091;Association de la Mission Catholique de Langue Portugaise;;Avenue de Morges 60D;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;331814454;Association Evangélique de Langue Portugaise (AELP);101661643;0.5789473684210527|1.0;0.859649123;;pas RC;rien trouvé;OUI;;;
SNB;26300;Association Santé, prévention, maintien domicile aide famille de Vevey et de Lavaux;c/o ASANTE SANA;Avenue du Casino 26;1820;Montreux;VD;CH;association;109;Français;Vevey;;110395114;Association pour la santé, la prévention et le maintien à domicile des districts d'Aigle et du Pays-d'Enhaut;101436819;0.5555555555555556|1.0;0.851851852;;Fin 2009 + pas RC;Néant;NON;;;
SNB;26334;Groupement des sections Vaudoises de la Croix-Rouge Suisse;;Chemin du Muveran 11;1012;Lausanne;VD;CH;association;109;Français;Lausanne;;176345710;Groupement des anesthésistes de la Clinique Cécil;101690355;0.5517241379310345|1.0;0.850574713;;Fin 1997 + pas RC;Néant;NON;;;
SNB;26450;Association Goumaz en faveur de l'enfance;c/o M. Christophe Goumaz;Route de Romont 17;1554;Sédeilles;VD;CH;association;109;Français;Villarzel;;112805689;Association portugaise Rêves d'enfants;101620520;0.6097560975609756|1.0;0.869918699;;pas RC;rien trouvé;OUI;;;
SNB+DVT;26484;Société Vaudoise de Navigation d'Ouchy;;Avenue d' Ouchy 81;1006;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;107039481;Société Vaudoise de Médecine;101535984;0.5789473684210527|1.0;0.859649123;;pas RC;rien trouvé;OUI;;;
SNB+DVT;26498;Société de tir au petit calibre d'Aubonne et environs;M. Philippe Andrist;Grand-Rue 26;1260;Nyon;VD;CH;association;109;Français;Aubonne;;100733698;Société de laiterie de Cugy et environs;101570259;0.5660377358490566|1.0;0.855345912;;pas RC;rien trouvé;OUI;;;
SNB;25094;Association Le Chalet;c/o M. Jan Bonga;La Place 2;1274;Grens;VD;CH;association;109;Français;Grens;;107021363;Association La Cigale;101546327;0.8095238095238095|1.0;0.936507937;;pas RC;rien trouvé;OUI;;;
SNB;49784;Association Partage la Vie;;;1009;Pully;VD;CH;association;109;Français;Pully;;229894130;Association Croque la Vie;101653439;0.8076923076923077|1.0;0.935897436;;pas RC;rien trouvé;OUI;;;
SNB+DVT;68397;Association des commerçants du Centre commercial Coop Oron;;Le Pralet;1610;Oron-la-Ville;VD;CH;association;109;Français;Oron;;107722974;Association des commerçants du centre commercial Charpentiers;101484073;0.819672131147541|1.0;0.93989071;;pas RC;rien trouvé;OUI;;;
SNB+DVT;25295;Eglise Evangélique La Croisée;Case postale 112;Route de Prélaz 3;1807;Blonay;VD;CH;association;109;Français;Blonay;;405898003;Eglise Evangélique La Margelle;101534624;0.8|1.0;0.933333333;;pas RC;rien trouvé;OUI;;;
SNB;27335;Association vaudoise des Groupes d'études agricoles (AVGEA);p.a. Prométerre;Avenue des Jordils 3;1006;Lausanne Secteur de dist.;VD;CH;association;109;Français;Forel Lavaux;;167001364;Association Vaudoise des maîtres de gymnase (AVMG);101587208;0.6271186440677966|1.0;0.875706215;;Fin 1994 + pas RC;Néant;NON;;;
SNB+DVT;27343;Association Suisse pour le Développement de l'Elevage et des Courses;c/o M. Jean-Pierre Kratzer;En Salagnon;1418;Vuarrens;VD;CH;association;109;Français;Avenches;;115450938;Association Eurasia pour le Développement de la Pédagogie Curative au Viêt-Nam;101579067;0.6153846153846154|1.0;0.871794872;;pas RC;rien trouvé;OUI;;;
DVT;46129;FONDATION JIRNA;pa Me Habs Etude Perrin & Habs;Case postale 3612;1002;Lausanne 2 Cases;VD;CH;fondation;110;Français;Lausanne;;109530078;FONDATION SICPA;101657545;0.8|1.0;0.933333333;;pas RC;rien trouvé;OUI;;;
DVT;61017;Fondation Ogiz;Etude Rochat & Laufer;Rue du Grand-Chêne 8;1003;Lausanne Secteur de dist.;VD;CH;fondation;110;Français;Lausanne;;110404888;Fondation Alizé;101545985;0.8|1.0;0.933333333;;pas RC;rien trouvé;OUI;;;
SNB;46531;Association CREATUS;c/o Mme Anne Leyvraz;Ch. Isabelle Montolieu 187;1010;Lausanne;VD;CH;association;109;Français;Lausanne;;428753404;Association RATS;101422070;0.8421052631578947|1.0;0.947368421;;pas RC;CHE-135.153.461;NON;IDE inactif;;
SNB;48468;Association KANTUTA;c/o Mme Delia Santillan;Chemin de Renens 30b;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;336763918;Association SNAUT;101600648;0.7894736842105263|1.0;0.929824561;;pas RC;rien trouvé;OUI;;;
SNB;55077;"Association ""Les Locales""";;Chemin des Curtils 2;1261;Le Vaud;VD;CH;association;109;Français;Le Vaud;;369617979;"Association ""Les Boréades""";101439663;0.8461538461538461|1.0;0.948717949;;pas RC;rien trouvé;OUI;;;
SNB;65372;Association Le Sextant;c/o Mme Johanna Hofmann;Route d' Ogens 4 b;1410;Thierrens;VD;CH;association;109;Français;Montanaire;;226466341;Association Le Reseau;101580902;0.7727272727272727|1.0;0.924242424;;pas RC;CHE-488.703.953;NON;;;
SNB;68478;Association TaMiErO;c/o M. Benoît Deveaud;Chemin de Maillefer 8;1018;Lausanne;VD;CH;association;109;Français;Lausanne;;234758515;Association Tamiero;101581700;0.8421052631578947|1.0;0.947368421;;pas RC;CHE-234.758.515;NON;OK dvt;;
SNB+DVT;28145;Association locale des Témoins de Jéhovah de Vallorbe;c/o M. Daniel Musy;Rue des Grottes 12;1337;Vallorbe;VD;CH;association;109;Français;Vallorbe;;106875173;Association des Amis de la Piscine de Vallorbe;101517017;0.6037735849056604|1.0;0.867924528;;pas RC;rien trouvé;OUI;;;
SNB+DVT;67836;Eglise Evangélique d'Oron;;Route du Flon 28;1610;Oron-la-Ville;VD;CH;association;109;Français;Oron;;466660123;Eglise Evangélique de Moudon;101653295;0.7857142857142857|1.0;0.928571429;;pas RC;rien trouvé;OUI;;;
SNB+DVT;70916;Société Suisse des Officiers;Oberer Graben 12;Postfach 20;9001;St. Gallen 1 Briefzentrum Fächer;VD;CH;association;109;Français;Pully;;356483008;Société Suisse des Juristes;101588130;0.7857142857142857|1.0;0.928571429;;pas RC;rien trouvé;OUI;;;
SNB;28207;Association Romande des archives de la construction moderne;p.a. EPFL ENAC INTER Acm;SG 3312 Station 15;1015;Lausanne;VD;CH;association;109;Français;Lausanne;;104169590;Association Romande des Maîtres Electriciens Arme;101464921;0.6101694915254237|1.0;0.870056497;;pas RC;rien trouvé;OUI;;;
SNB;15058;Association Portes Ouvertes;;Ch. Praz-Roussy 4b / PP;1032;Romanel-sur-Lausanne;VD;CH;association;109;Français;Romanel-sur-L.;;113187598;Association IDDées vertes;101463769;0.7777777777777778|1.0;0.925925926;;pas RC;CHE-195.436.796;NON;;;
SNB+DVT;28346;Paroisse Catholique de Ste-Croix;c/o Paroisse catholique;Chemin de Mon Repos 3;1450;Ste-Croix;VD;CH;association;109;Français;Sainte-Croix;;190867344;Paroisse Catholique de Clarens;101429377;0.75|1.0;0.916666667;;pas RC;rien trouvé;OUI;;;
DVT;22423;Fondation Marguerite Fertig;p.a. Fiduciaire Daniel Heiz SA;Avenue de Grandson 48;1400;Yverdon-les-Bains;VD;CH;fondation;110;Français;Orbe;;111973189;Fondation Marguerite Gallay;101480853;0.7777777777777778|1.0;0.925925926;;pas RC;rien trouvé;OUI;;;
SNB;44628;Association Vivere;c/o M. Michel Hoffman;Avenue d' Yverdon 7;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;111969673;Association Cide;101524814;0.7777777777777778|1.0;0.925925926;;pas RC;CHE-217.926.361;NON;;;
SNB;46524;Association ENVOL;;Case postale 5193;1002;Lausanne 2 Cases;VD;CH;association;109;Français;Lausanne;;115485575;Association INECLA;101545871;0.7777777777777778|1.0;0.925925926;;pas RC;rien trouvé;OUI;;;
SNB;46527;Association DIL SE;c/o Mme Marina Racine;Le Château;1374;Corcelles-sur-Chavornay;VD;CH;association;109;Français;Corcelles-s/C.;;113843652;Association ICARE;101529820;0.7777777777777778|1.0;0.925925926;;pas RC;rien trouvé;OUI;;;
SNB;51332;Association Talma;;Avenue Alexandre- Vinet 25;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;419142265;Association Smala;101602816;0.8235294117647058|1.0;0.941176471;;pas RC;CHE-436.678.940;NON;;;
SNB;54105;Association HALI;M. Adoum Harba;Rue Mauborget 4;1003;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;493207708;Association ZADIG;101611602;0.8235294117647058|1.0;0.941176471;;pas RC;rien trouvé;OUI;;;
SNB;57054;Association ProR;c/o M. Didier Crelier;Avenue Haldimand 63;1400;Yverdon-les-Bains;VD;CH;association;109;Français;Yverdon-les-B.;;273272305;Association Pro R;101516349;0.9411764705882353|1.0;0.980392157;;pas RC;rien trouvé;OUI;;;
SNB;58391;Association Chiens de Coeur;c/o Mme Patricia Meylan;En Paradis 3;1042;Bettens;VD;CH;association;109;Français;Bettens;;262479641;Association Pieds en Feu;101539044;0.7037037037037037|1.0;0.901234568;;pas RC;rien trouvé;OUI;;;
SNB;60061;Association ARG;c/o M. Angelo Resciniti;Route de Vallaire 5C;1025;St-Sulpice VD;VD;CH;association;109;Français;St-Sulpice VD;;114866704;Association DRB;101619958;0.8666666666666667|1.0;0.955555556;;pas RC;rien trouvé;OUI;;;
SNB;60077;Association Cookie;Maison du Sport International;Avenue de Rhodanie 54;1007;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;308158333;Association Sori;101546215;0.7777777777777778|1.0;0.925925926;;pas RC;rien trouvé;OUI;;;
SNB;64080;Association ANANDA;c/o Prateo Conseil SA;Avenue de Lavaux 65;1009;Pully;VD;CH;association;109;Français;Pully;;157815388;Association ANGEs;101559031;0.7777777777777778|1.0;0.925925926;;pas RC;rien trouvé;OUI;;;
SNB;65545;Association ENSR;Chemin de Rovéréaz 20;Case postale 161;1012;Lausanne;VD;CH;association;109;Français;Lausanne;;113506290;Association ASSIR;101602364;0.8235294117647058|1.0;0.941176471;;pas RC;rien trouvé;OUI;;;
SNB;69301;Association APARSA;;Route des Deux-Villages 47;1806;St-Légier-La Chiésaz;VD;CH;association;109;Français;St-Lég.-La-Ch.;;114126949;Association PAS;101572263;0.8333333333333334|1.0;0.944444444;;pas RC;rien trouvé;OUI;;;
SNB;70883;Association NUNA;;Rue de Genève 52;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;273928689;Association HOZA;101557825;0.8125|1.0;0.9375;;pas RC;rien trouvé;OUI;;;
DVT;26703;Fondation Sainte Lydia;Etude Bertrand Chenevard;Rue Caroline 1;1003;Lausanne Secteur de dist.;VD;CH;fondation;110;Français;Lausanne;;110188897;Fondation Sainte Agnès;101443555;0.7727272727272727|1.0;0.924242424;;pas RC;rien trouvé;OUI;;;
SNB+DVT;28807;Syndicat d'Alpage de l'Auberson-Centre;c/o M. Philippe Jaccard;Grand'Rue 118;1454;L'Auberson;VD;CH;association;109;Français;Sainte-Croix;;191565839;Syndicat d'Alpage de Provence-Mutrux;101516738;0.631578947368421|1.0;0.877192982;;pas RC;rien trouvé;OUI;;;
SNB;52302;Association SupaLame;M. Alban Staehli;Chemin du Grand Muveran 21;1860;Aigle;VD;CH;association;109;Français;Aigle;;232466792;Association Surparoles;101564943;0.7727272727272727|1.0;0.924242424;;pas RC;rien trouvé;OUI;;;
SNB;53786;Association Naphtaline;;Rue de Genève 97;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;428167011;Association Catholink;101573951;0.7727272727272727|1.0;0.924242424;;pas RC;rien trouvé;OUI;;;
SNB+DVT;28827;Association du centre paroissial de Saint-Matthieu;;Chemin de Pierrefleur 20;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;104028995;Association pr le Foyer Paroissial de St-Sulpice;101642332;0.62|1.0;0.873333333;;pas RC;rien trouvé;OUI;;;
SNB+DVT;25296;Société de Tir de Bofflens;;;1353;Bofflens;VD;CH;association;109;Français;Bofflens;;109137551;Société de Gym de Bottens;101478153;0.7692307692307692|1.0;0.923076923;;pas RC;rien trouvé;OUI;;;
SNB+DVT;39539;Société de Tir de Tartegnin;c/o M. Jean-François Deruaz;Grand-Rue 15;1166;Perroy;VD;CH;association;109;Français;Aubonne;;113498880;Société de Tir de Terre-Sainte;101497065;0.7666666666666666|1.0;0.922222222;;pas RC;rien trouvé;OUI;;;
SNB;35316;Association CD;c/o M. Jean-Marc Zwahlen;Chemin des Reussilles 4;2027;Fresens;VD;CH;association;109;Français;Yverdon-les-B.;;141331558;Association Mû;101548123;0.8571428571428572|1.0;0.952380952;;pas RC;rien trouvé;OUI;;;
SNB;60504;rAssociation VERSO;;Quai de la Thièle 3;1400;Yverdon-les-Bains;VD;CH;association;109;Français;Yverdon-les-B.;;461476256;Association CERO;101534836;0.8823529411764706|1.0;0.960784314;;pas RC;rien trouvé;OUI;;;
SNB;66243;"Association ""L'Etape""";c/o M. Pierre-André Glauser;Rue des Communaux 2a;1800;Vevey;VD;CH;association;109;Français;Vevey;;325312285;"Association ""A Piacere""";101665929;0.6956521739130435|1.0;0.898550725;;pas RC;rien trouvé;OUI;;;
DVT;24516;Fondation Petitmaître;p.a. M. J.-L. Lambelet;Rue de la Faïencerie 4;1400;Yverdon-les-Bains;VD;CH;fondation;110;Français;Yverdon-les-B.;;110400867;Fondation Renaître;101565885;0.7619047619047619|1.0;0.920634921;;pas RC;rien trouvé;OUI;;;
SNB;52247;Association Bono Pro;M. Marc Laperrouza;Avenue de Croix de Rive 16;1028;Préverenges;VD;CH;association;109;Français;Préverenges;;328129010;Association Bon'Art;101627210;0.8|1.0;0.933333333;;pas RC;rien trouvé;OUI;;;
SNB+DVT;29161;Association paroissiale catholique d'Oron-la-Ville;pa Cure Catholique;;1610;Oron-la-Ville;VD;CH;association;109;Français;Oron;;111740923;Association Immobilière Catholique de Prilly;101668031;0.6|1.0;0.866666667;;pas RC;rien trouvé;OUI;;;
SNB;29163;Eglise évangélique réformée du canton de Vaud Paroisse de Saint-Jacques;c/EERV Paroisse de St-François;Chemin des Charmettes 4;1003;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;108947010;Eglise évangélique réformée du canton de Vaud;101557477;0.6338028169014085|1.0;0.877934272;;Fin 2000 + pas RC;Néant;NON;;;
SNB;56203;Association AidàMada;c/o Centre de danse Yes;Avenue de Sévelin 56;1004;Lausanne Secteur de dist.;VD;CH;association;109;Français;Lausanne;;273216011;Association Madrugada;101635454;0.7619047619047619|1.0;0.920634921;;pas RC;rien trouvé;OUI;;;
SNB+DVT;29173;Association du centre oecuménique de Froideville;;;1055;Froideville;VD;CH;association;109;Français;Froideville;;406794524;Association l'Etape Centre oecuménique d'acceuil;101430181;0.625|1.0;0.875;;pas RC;rien trouvé;OUI;;;
SNB;24813;Association Michel Ghislieri;pa Priorat St.Niklaus von Flüe;Solothurnerstrasse 11;4613;Rickenbach SO;VD;CH;association;109;Français;Montreux;;113264543;Association Brocante Michel Ghislieri;101529165;0.7567567567567568|1.0;0.918918919;;pas RC;rien trouvé;OUI;OK dvt;;
SNB;29521;Association locale des Témoins de Jéhovah;c/o M. Herbert Hayward;Avenue de Traménaz 48;1814;La Tour-de-Peilz;VD;CH;association;109;Français;Vevey;;113563193;Association Temoins de Jehova;101423745;0.6585365853658536|1.0;0.886178862;;Fin 2007 + pas RC;Néant;NON;;;
